Nombre,Equipo,Posicion,Estadistica,Valor,Temporada,Imagen
Valentin Vada,Almería,Centrocampista,faltas-recibidas,10,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/v/val/large/26637.png
Campabadal,Lugo,Defensa,faltas-recibidas,10,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/e/edu/large/22509.png
Fran Manzanara,Ponferradina,Centrocampista,faltas-recibidas,10,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/f/fra/large/44315.png
Javi Puado,Real Zaragoza,Delantero,faltas-recibidas,10,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jav/large/42723.png
Josema,Elche,Defensa,faltas-recibidas,10,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jos/large/33605.png
Andrés Martín,Rayo,Delantero,faltas-recibidas,10,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/and/large/40878.png
Stuani,Girona,Delantero,faltas-cometidas,28,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/stu/large/19119.png
Álex Alegría,Extremadura UD,Delantero,faltas-cometidas,28,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ale/large/28596.png
Trejo,Rayo,Delantero,faltas-cometidas,25,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/t/tre/large/16922.png
Ismaila Ciss,Fuenlabrada,Centrocampista,faltas-cometidas,25,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/i/ism/large/46740.png
Dani Escriche,Elche,Delantero,faltas-cometidas,24,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/d/dan/large/40012.png
Dani Escriche,Huesca,Delantero,faltas-cometidas,24,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/d/dan/large/40012.png
Randy Ntekja,Fuenlabrada,Centrocampista,faltas-cometidas,23,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/r/ran/large/44024.png
Zozulya,Albacete,Delantero,faltas-cometidas,22,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/z/zoz/large/17982.png
Jorge Giovanni Zarfino,Extremadura UD,Centrocampista,faltas-cometidas,22,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jor/large/38412.png
Jorge Giovanni Zarfino,Tenerife,Centrocampista,faltas-cometidas,22,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jor/large/38412.png
Jonathas,Elche,Delantero,faltas-cometidas,21,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jon/large/20989.png
Gumbau,Girona,Centrocampista,faltas-cometidas,20,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/g/ger/large/25513.png
Álex Aizpuru,Ponferradina,Delantero,faltas-cometidas,20,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ale/large/42257.png
Alex Muñoz,Tenerife,Defensa,faltas-cometidas,20,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ale/large/35158.png
Aday,Girona,Centrocampista,faltas-cometidas,20,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ada/large/22266.png
Sandaza,Alcorcón,Delantero,faltas-cometidas,19,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/san/large/22510.png
Rafa Mir,Huesca,Delantero,faltas-cometidas,19,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/r/raf/large/34792.png
Cristian,Sporting,Centrocampista,faltas-cometidas,19,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/cri/large/37011.png
Tejera,Oviedo,Centrocampista,faltas-cometidas,19,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/t/tej/large/17931.png
Miquel,Girona,Defensa,faltas-cometidas,19,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/miq/large/19674.png
Álvaro,Cádiz,Delantero,faltas-cometidas,18,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/alv/large/17591.png
Yacine Qasmi,Rayo,Delantero,faltas-cometidas,18,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/y/yac/large/44425.png
Óscar Pinchi,Extremadura UD,Delantero,faltas-cometidas,18,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/o/osc/large/34785.png
Yacine Qasmi,Elche,Delantero,faltas-cometidas,18,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/y/yac/large/44425.png
Nico,Racing,Centrocampista,faltas-cometidas,17,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/n/nic/large/35067.png
Nono,Extremadura UD,Centrocampista,faltas-cometidas,17,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/n/non/large/34943.png
Javi Galán,Huesca,Defensa,faltas-cometidas,17,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jav/large/33591.png
Lozano,Cádiz,Delantero,faltas-cometidas,17,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/loz/large/31830.png
Lozano,Girona,Delantero,faltas-cometidas,17,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/loz/large/31830.png
Catena,Rayo,Defensa,faltas-cometidas,17,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/cat/large/42860.png
Carlos Nieto Herrero,Real Zaragoza,Defensa,faltas-cometidas,17,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/car/large/25929.png
Manuel Garcia,Sporting,Centrocampista,faltas-cometidas,17,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/man/large/31531.png
Boateng,Alcorcón,Centrocampista,faltas-cometidas,16,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/b/boa/large/19392.png
Juanpe,Girona,Defensa,faltas-cometidas,16,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jua/large/19273.png
Iván Calero,Numancia,Defensa,faltas-cometidas,16,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/i/iva/large/40202.png
Mario Suárez,Rayo,Centrocampista,faltas-cometidas,16,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mar/large/15643.png
Manolín,Elche,Centrocampista,faltas-cometidas,16,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/man/large/28147.png
Pedro,Albacete,Centrocampista,faltas-cometidas,15,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/p/ped/large/20317.png
Pedro,Deportivo,Centrocampista,faltas-cometidas,15,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/p/ped/large/20317.png
Juan Diego Molina Martinez,Alcorcón,Centrocampista,faltas-cometidas,15,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jua/large/42837.png
Luis Perea,Alcorcón,Centrocampista,faltas-cometidas,15,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/lui/large/38973.png
Manu Barreiro,Lugo,Delantero,faltas-cometidas,15,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/man/large/25119.png
Escassi,Numancia,Centrocampista,faltas-cometidas,15,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/e/esc/large/18720.png
Pablo Larrea,Ponferradina,Centrocampista,faltas-cometidas,14,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/p/pab/large/35612.png
Shaquell Moore,Tenerife,Defensa,faltas-cometidas,14,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/sha/large/40321.png
Shinji Okazaki,Málaga,Delantero,faltas-cometidas,14,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/o/oka/large/18949.png
Modibo Sagnan,Mirandés,Defensa,faltas-cometidas,14,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mod/large/45791.png
Marcos de Sousa,Mirandés,Delantero,faltas-cometidas,14,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mar/large/39449.png
Jaime Seoane,Huesca,Centrocampista,faltas-cometidas,14,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jai/large/40751.png
Gonzalo Verdú,Elche,Defensa,faltas-cometidas,14,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/g/gon/large/40204.png
Shinji Okazaki,Huesca,Delantero,faltas-cometidas,14,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/o/oka/large/18949.png
Daniel Torres,Real Zaragoza,Centrocampista,faltas-cometidas,14,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/d/dan/large/29031.png
Mojica,Girona,Defensa,faltas-cometidas,14,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/moj/large/22242.png
Nacho Gil,Ponferradina,Centrocampista,faltas-cometidas,14,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/n/nac/large/33524.png
Pablo Valcarce,Ponferradina,Centrocampista,faltas-cometidas,14,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/p/pab/large/30473.png
Álvaro Peña,Albacete,Centrocampista,faltas-cometidas,14,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/alv/large/22513.png
Nacho Méndez,Sporting,Centrocampista,faltas-cometidas,14,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/i/ign/large/39487.png
Álvaro Peña,Mirandés,Centrocampista,faltas-cometidas,14,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/alv/large/22513.png
Jaime Seoane,Lugo,Centrocampista,faltas-cometidas,14,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jai/large/40751.png
Carrillo,Lugo,Delantero,faltas-cometidas,13,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/car/large/28409.png
Carmona,Sporting,Centrocampista,faltas-cometidas,13,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/car/large/15198.png
Acuña,Albacete,Delantero,faltas-cometidas,13,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/acu/large/15274.png
César De la Hoz,Almería,Centrocampista,faltas-cometidas,13,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/ces/large/19955.png
Dorca,Alcorcón,Centrocampista,faltas-cometidas,13,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/d/dor/large/17664.png
Juanpi,Málaga,Centrocampista,faltas-cometidas,13,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jua/large/25726.png
Valcarce,Ponferradina,Defensa,faltas-cometidas,13,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/v/val/large/22964.png
Enrique Clemente,Real Zaragoza,Defensa,faltas-cometidas,13,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/e/enr/large/46283.png
Saul Crespo,Ponferradina,Centrocampista,faltas-cometidas,13,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/sau/large/40213.png
Laure,Alcorcón,Defensa,faltas-cometidas,13,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/lau/large/17427.png
Fran García,Albacete,Defensa,faltas-cometidas,13,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/f/fra/large/25629.png
Higinio,Numancia,Delantero,faltas-cometidas,13,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/h/hig/large/20364.png
Óscar Valentín,Rayo,Centrocampista,faltas-cometidas,13,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/o/osc/large/42516.png
Ferreiro,Huesca,Centrocampista,faltas-cometidas,13,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/f/fer/large/19954.png
Sielva,Ponferradina,Centrocampista,faltas-cometidas,13,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/sie/large/17313.png
Arroyo,Albacete,Defensa,faltas-cometidas,13,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/alv/large/19961.png
Cristian Rodríguez,Extremadura UD,Centrocampista,faltas-cometidas,13,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/cri/large/45039.png
Campabadal,Lugo,Defensa,faltas-cometidas,12,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/e/edu/large/22509.png
Álex Bermejo,Tenerife,Centrocampista,faltas-cometidas,12,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ale/large/46016.png
Luis Advincula,Rayo,Defensa,faltas-cometidas,12,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/lui/large/20606.png
Bellvís,Alcorcón,Defensa,faltas-cometidas,12,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/b/bel/large/16426.png
Saúl García,Rayo,Defensa,faltas-cometidas,12,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/sau/large/24042.png
Aitor Sanz,Tenerife,Centrocampista,faltas-cometidas,12,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ait/large/17579.png
Emmanuel Lomotey,Extremadura UD,Centrocampista,faltas-cometidas,12,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/e/emm/large/46017.png
Morán,Numancia,Centrocampista,faltas-cometidas,12,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mor/large/21324.png
Sadiku,Málaga,Delantero,faltas-cometidas,12,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/sad/large/26523.png
Reko,Alcorcón,Centrocampista,faltas-cometidas,12,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/r/rek/large/46321.png
Santiago Comesaña,Rayo,Centrocampista,faltas-cometidas,12,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/san/large/35064.png
Seoane,Lugo,Centrocampista,faltas-cometidas,12,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/seo/large/19286.png
Adrián,Málaga,Centrocampista,faltas-cometidas,12,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/adr/large/16452.png
Tete Morente,Málaga,Delantero,faltas-cometidas,12,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/t/tet/large/40031.png
Tete Morente,Lugo,Delantero,faltas-cometidas,12,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/t/tet/large/40031.png
Jordi,Racing,Defensa,faltas-cometidas,11,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jor/large/18629.png
Joaquín Muñoz,Huesca,Delantero,faltas-cometidas,11,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/joa/large/43324.png
Juan Villar,Rayo,Delantero,faltas-cometidas,11,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jua/large/19238.png
Joaquín Muñoz,Mirandés,Delantero,faltas-cometidas,11,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/joa/large/43324.png
Luismi,Oviedo,Centrocampista,faltas-cometidas,11,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/lui/large/25942.png
Chico Flores,Fuenlabrada,Defensa,faltas-cometidas,11,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/chi/large/16419.png
Daniel Calvo,Elche,Defensa,faltas-cometidas,11,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/d/dan/large/24948.png
Sangalli,Oviedo,Delantero,faltas-cometidas,11,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/san/large/25540.png
Víctor Mollejo,Deportivo,Delantero,faltas-cometidas,11,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/v/vic/large/43320.png
De Tomás,Espanyol,Delantero,goles,22,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/d/de_/large/20386.png
Djurdevic,Sporting,Delantero,goles,21,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/d/dju/large/27707.png
Umar Sadiq,Almería,Delantero,goles,18,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/sad/large/33635.png
Rubén Castro,Cartagena,Delantero,goles,17,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/r/rub/large/4174.png
José Corpas,Almería,Delantero,goles,12,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jos/large/40264.png
Javi Puado,Espanyol,Delantero,goles,11,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jav/large/42723.png
Manu Barreiro,Lugo,Delantero,goles,11,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/man/large/25119.png
Yuri,Ponferradina,Delantero,goles,11,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/y/yur/large/19310.png
Stuani,Girona,Delantero,goles,10,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/stu/large/19119.png
Embarba,Espanyol,Delantero,goles,9,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/adr/large/23878.png
Araujo,Las Palmas,Delantero,goles,9,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ara/large/20332.png
Juanjo Narváez,Real Zaragoza,Delantero,goles,9,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jua/large/23939.png
Juanjo Narváez,Málaga,,goles,9,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jua/large/23939.png
Araujo,Alcorcón,,goles,9,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ara/large/20332.png
Fran Sol,Tenerife,Delantero,goles,9,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/f/fra/large/22277.png
Amath,Mallorca,Centrocampista,goles,9,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/d/die/large/34783.png
Juan Diego Molina Martinez,Sabadell,Delantero,goles,9,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jua/large/42837.png
Mamadou,Girona,Delantero,goles,9,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/syl/large/29367.png
Sabin Merino,Leganés,Delantero,goles,8,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/sab/large/30786.png
Randy Ntekja,Fuenlabrada,Centrocampista,goles,8,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/r/ran/large/44024.png
Sielva,Ponferradina,Centrocampista,goles,8,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/sie/large/17313.png
Abdón Prats,Mallorca,Delantero,goles,8,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/abd/large/25935.png
Roberto Bayon Gonzalez,Las Palmas,Delantero,goles,8,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/r/rob/large/44907.png
Roberto Bayon Gonzalez,Alcorcón,,goles,8,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/r/rob/large/44907.png
Elady,Cartagena,Centrocampista,goles,7,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/e/ela/large/22109.png
Dani,Mallorca,Centrocampista,goles,7,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/d/dan/large/18635.png
Andy,UD Logroñés,Centrocampista,goles,7,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/and/large/25509.png
Jamelli,Castellón,Delantero,goles,7,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jam/large/44147.png
Isaac Palazón,Rayo,Delantero,goles,7,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/i/isa/large/40212.png
Alfredo Ortuño,Albacete,Delantero,goles,6,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/alf/large/19260.png
Arnáiz,Leganés,Delantero,goles,6,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/arn/large/33600.png
Darder,Espanyol,Centrocampista,goles,6,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/d/dar/large/22962.png
Salva Sevilla,Mallorca,Centrocampista,goles,6,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/sal/large/17062.png
Nahuel,Oviedo,Centrocampista,goles,6,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/n/nah/large/24634.png
Antoñin,Rayo,Delantero,goles,6,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ant/large/46773.png
Nicolás Melamed,Espanyol,Centrocampista,goles,5,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/n/nic/large/46079.png
Sangalli,Oviedo,Delantero,goles,5,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/san/large/25540.png
Yanis Rahmani,Almería,Centrocampista,goles,5,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/y/yan/large/46033.png
Luis Muñoz,Málaga,Defensa,goles,5,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/lui/large/36560.png
Pablo Valcarce,Mallorca,Centrocampista,goles,5,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/p/pab/large/30473.png
Erik Jirka,Mirandés,Centrocampista,goles,5,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/e/eri/large/43779.png
Marc Gual,Alcorcón,Delantero,goles,5,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mar/large/36667.png
Sergio Ruiz,Las Palmas,Centrocampista,goles,5,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/ser/large/36726.png
Álvaro Jiménez,Albacete,Centrocampista,goles,5,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/alv/large/35610.png
Yanis Rahmani,Málaga,Centrocampista,goles,5,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/y/yan/large/46033.png
Borja Bastón,Leganés,Delantero,goles,5,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/b/bor/large/18721.png
Pablo Valcarce,Ponferradina,Centrocampista,goles,5,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/p/pab/large/30473.png
Gustavo Blanco,Oviedo,Delantero,goles,5,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/g/gus/large/37354.png
Sergio Ruiz,Alcorcón,,goles,5,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/ser/large/36726.png
Sekou Gassama,Fuenlabrada,Delantero,goles,5,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/sek/large/40764.png
Andrés Martín,Rayo,Delantero,goles,4,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/and/large/40878.png
Juan Hernández,Sabadell,Delantero,goles,4,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jua/large/42498.png
Bebé,Rayo,Delantero,goles,4,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/b/beb/large/22425.png
Iván Martín,Mirandés,Centrocampista,goles,4,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/i/iva/large/44986.png
Pejiño,Las Palmas,Delantero,goles,4,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/p/pej/large/41412.png
Hugo Rama,Lugo,Centrocampista,goles,4,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/h/hug/large/42853.png
Hugo Fraile,Alcorcón,Centrocampista,goles,4,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/h/hug/large/20287.png
Iñaki,UD Logroñés,Defensa,goles,4,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/i/ina/large/24040.png
José Carlos,Almería,Centrocampista,goles,4,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jos/large/31432.png
Mateu,Castellón,Delantero,goles,4,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mar/large/18542.png
Juan de Dios Rivas,Málaga,Defensa,goles,4,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jua/large/47051.png
José Luis Rodriguez,Lugo,Centrocampista,goles,4,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jos/large/36151.png
Curro,Ponferradina,Centrocampista,goles,4,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/cur/large/34019.png
Leonardo Ruiz,UD Logroñés,Delantero,goles,4,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/leo/large/47629.png
Pejiño,Alcorcón,,goles,4,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/p/pej/large/41412.png
Chavarría,Málaga,Delantero,goles,4,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/cha/large/25420.png
Cristo González,Mirandés,Delantero,goles,4,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/cri/large/25980.png
Borja Garcés,Fuenlabrada,Delantero,goles,4,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/b/bor/large/43315.png
Kelechi Nwakali,Alcorcón,Centrocampista,goles,4,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/k/kel/large/46737.png
Xisco,Alcorcón,Delantero,goles,4,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/x/xis/large/15239.png
Jorge,Castellón,Centrocampista,goles,3,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jor/large/36580.png
Adri Cuevas,Sabadell,Centrocampista,goles,3,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/adr/large/25977.png
Enric Franquesa,Girona,Defensa,goles,3,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/e/enr/large/46083.png
Samuel Sáiz,Girona,Centrocampista,goles,3,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/sam/large/31838.png
Ismaila Ciss,Fuenlabrada,Centrocampista,goles,3,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/i/ism/large/46740.png
Borja Sanchez,Oviedo,Centrocampista,goles,3,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/b/bor/large/44265.png
Gaspar Campos,Sporting,Centrocampista,goles,3,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/g/gas/large/47489.png
Alex Muñoz,Tenerife,Defensa,goles,3,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ale/large/35158.png
Juampe,Lugo,Centrocampista,goles,3,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jua/large/33384.png
Álex Aizpuru,Ponferradina,Delantero,goles,3,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ale/large/42257.png
Jose Pozo,Rayo,Centrocampista,goles,3,2020_2021,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jos/large/27599.png
